1,Branca,https://www.honda.com.br/motos/sites/hda/files/2024-05/imagem-home-moto-honda-nxr-160-bros-esdd-branco-2024.webp,1
2,Vermelha,https://www.honda.com.br/motos/sites/hda/files/2024-05/imagem-home-moto-honda-nxr-160-bros-esdd-vermelho-2024.webp,1
3,Azul,https://www.yamaha-motor.com.br/ccstore/v1/images/?source=/file/products/30093.2RPE00010C.condicao.desktop.jpg&height=400&width=600,5
